id,object_id,object_name,date,trip_type,polarity,Headline,label,Snippet,review_id,not_optimized_title,Year,Category,value,,,0.1,impressions
81984,11,George Washington University,2013-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,from great libraries,4043,Positive Academic Environment,2013,value & values,1,,,5.1,fun & stress-free
82131,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,"to be sure, some of the students here are very smart and know a lot about international affairs/current events",3498,Positive Academic Environment,2014,value & values,1,,,5.2,fun & stress-free
82132,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,there are people who do some really cool things here,3498,Positive Academic Environment,2014,value & values,1,,,5.3,fun & stress-free
82133,11,George Washington University,2021-12-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,great variety of colleges to choose from,2694,Positive Academic Environment,2021,value & values,1,,,5.4,fun & stress-free
82134,11,George Washington University,2021-12-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,so many majors,2694,Positive Academic Environment,2021,value & values,1,,,5.5,fun & stress-free
82135,11,George Washington University,2021-10-01,Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,small classes,2697,Positive Academic Environment,2021,value & values,1,,,5.6,fun & stress-free
82136,11,George Washington University,2021-10-01,Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,most students are there to learn,2697,Positive Academic Environment,2021,value & values,1,,,5.7,fun & stress-free
82139,11,George Washington University,2020-06-01,Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,hard working nature of the students and staff,2762,Positive Academic Environment,2020,value & values,1,,,5.8,fun & stress-free
82140,11,George Washington University,2020-05-01,Senior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,each of my profs lectured and i took detailed notes,2766,Positive Academic Environment,2020,value & values,1,,,5.9,fun & stress-free
82141,11,George Washington University,2020-05-01,Senior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,quality of instruction is great,2767,Positive Academic Environment,2020,value & values,1,,,6.1,"empowerment, success & influence"
82142,11,George Washington University,2020-05-01,Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,gwu profs have been prepared,2768,Positive Academic Environment,2020,value & values,1,,,6.2,"empowerment, success & influence"
82143,11,George Washington University,2019-07-01,Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,professors are generally very smart people and talented teachers,2808,Positive Academic Environment,2019,value & values,1,,,6.3,"empowerment, success & influence"
82144,11,George Washington University,2019-05-01,Graduate Student,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,gwu is a great place to earn a degree,2813,Positive Academic Environment,2019,value & values,1,,,6.4,"empowerment, success & influence"
82145,11,George Washington University,2019-05-01,Graduate Student,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,i enjoyed the classes,2817,Positive Academic Environment,2019,value & values,1,,,6.5,"empowerment, success & influence"
82146,11,George Washington University,2014-06-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,i enjoy the classes,3512,Positive Academic Environment,2014,value & values,1,,,6.6,"empowerment, success & influence"
82147,11,George Washington University,2018-12-01,Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,good academic options especially if you are in the elliott school,2850,Positive Academic Environment,2018,value & values,1,,,6.7,"empowerment, success & influence"
82148,11,George Washington University,2018-11-01,Senior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,the george washington university is a great school for those who know what they want to study,2852,Positive Academic Environment,2018,value & values,1,,,6.8,"empowerment, success & influence"
82149,11,George Washington University,2018-07-01,Graduate Student,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,this school is well known and accredited for nursing,2875,Positive Academic Environment,2018,value & values,1,,,6.9,"empowerment, success & influence"
82150,11,George Washington University,2018-06-01,Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,this is a perfect university to study social sciences and learn more about conflict resolution,2877,Positive Academic Environment,2018,value & values,1,,,7.1,"self-worth, pride & self-awareness"
82360,11,George Washington University,2013-11-01,College Senior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,program i'm in and the instructors have been good,3957,Positive Academic Environment,2013,value & values,1,,,7.2,"self-worth, pride & self-awareness"
82361,11,George Washington University,2013-11-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,it is a great environment to be in,3961,Positive Academic Environment,2013,value & values,1,,,7.3,"self-worth, pride & self-awareness"
82362,11,George Washington University,2013-11-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,honors program is a useful program,3967,Positive Academic Environment,2013,value & values,1,,,7.4,"self-worth, pride & self-awareness"
82363,11,George Washington University,2013-11-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,there are a multitude of special interest study programs,3967,Positive Academic Environment,2013,value & values,1,,,7.5,"self-worth, pride & self-awareness"
82364,11,George Washington University,2013-11-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,gw is a great school if you want to study in d.c,3976,Positive Academic Environment,2013,value & values,1,,,7.6,"self-worth, pride & self-awareness"
82365,11,George Washington University,2013-08-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,makes it an ideal university to consider for all students from undergrad to certificate to graduate,4022,Positive Academic Environment,2013,value & values,1,,,7.7,"self-worth, pride & self-awareness"
82366,11,George Washington University,2013-08-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,widely range of majors offered by george washington university,4022,Positive Academic Environment,2013,value & values,1,,,7.8,"self-worth, pride & self-awareness"
83664,11,George Washington University,2012-11-01,Recent Alumnus,neutral,Campus Life and Student Experiences,0.5,"ethnically, religiously, and culturally",4305,Campus and Urban Environment Experiences,2012,impressions,0,,,7.9,"self-worth, pride & self-awareness"
82367,11,George Washington University,2013-08-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,grades are fair,4023,Positive Academic Environment,2013,value & values,1,,,8.1,sounds
82368,11,George Washington University,2013-08-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,professors who only wish to impart their experience unto their puplis,4029,Positive Academic Environment,2013,value & values,1,,,8.2,sounds
82369,11,George Washington University,2013-08-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,"in terms of profs, the business school is the better school to be in",4029,Positive Academic Environment,2013,value & values,1,,,8.3,sounds
82370,11,George Washington University,2013-08-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,you aren't put in a box,4032,Positive Academic Environment,2013,value & values,1,,,8.4,sounds
82371,11,George Washington University,2011-01-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,"political science, history, and economics departments are well supported",4701,Positive Academic Environment,2011,value & values,1,,,8.5,sounds
82372,11,George Washington University,2011-01-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,"university is known for its prestigious business school, the elliot school of international affairs",4701,Positive Academic Environment,2011,value & values,1,,,8.6,sounds
82373,11,George Washington University,2010-12-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,excellent academic program with many opportunities,4707,Positive Academic Environment,2010,value & values,1,,,8.7,sounds
82374,11,George Washington University,2013-07-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,hey things we are taught will give me a good foundation and background knowledge,4036,Positive Academic Environment,2013,value & values,1,,,8.8,sounds
82375,11,George Washington University,2013-07-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,some of heh things we are taught will give me a good foundation and background knowledge,4036,Positive Academic Environment,2013,value & values,1,,,8.9,sounds
82376,11,George Washington University,2013-07-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,fact is a great bonus,4036,Positive Academic Environment,2013,value & values,1,,,9.1,tastes
82377,11,George Washington University,2013-07-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,all have worked in the field before becoming profs,4036,Positive Academic Environment,2013,value & values,1,,,9.2,tastes
82378,11,George Washington University,2013-07-01,College Senior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,"many of my profs work for the imf, world bank",4041,Positive Academic Environment,2013,value & values,1,,,9.3,tastes
82379,11,George Washington University,2013-07-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,good for what i want to major in: international affairs,4048,Positive Academic Environment,2013,value & values,1,,,9.4,tastes
82380,11,George Washington University,2013-06-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,study abroad is a great option,4086,Positive Academic Environment,2013,value & values,1,,,9.5,tastes
82381,11,George Washington University,2013-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,it is different than other programs i have been involved in,4088,Positive Academic Environment,2013,value & values,1,,,9.6,tastes
82382,11,George Washington University,2013-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,d.c. harbors a large international community,4091,Positive Academic Environment,2013,value & values,1,,,9.7,tastes
82383,11,George Washington University,2013-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,it is not uncommon to have some of the nation's most well-known politicians making their way onto campus,4092,Positive Academic Environment,2013,value & values,1,,,9.8,tastes
82384,11,George Washington University,2013-06-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,class sizes are 40-50 students,4112,Positive Academic Environment,2013,value & values,1,,,9.9,tastes
82385,11,George Washington University,2013-06-01,College Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,it's a good challenge,4112,Positive Academic Environment,2013,value & values,1,,,10.1,comfort & clean
82386,11,George Washington University,2013-04-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,master's will further you in the job market,4135,Positive Academic Environment,2013,value & values,1,,,10.2,comfort & clean
82387,11,George Washington University,2013-04-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,gain hands-on experience,4138,Positive Academic Environment,2013,value & values,1,,,10.3,comfort & clean
82388,11,George Washington University,2013-04-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,there is a very wide variety of developed major programs,4151,Positive Academic Environment,2013,value & values,1,,,10.4,comfort & clean
82389,11,George Washington University,2013-04-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,computers in the libraries are good and available,4155,Positive Academic Environment,2013,value & values,1,,,10.5,comfort & clean
82395,11,George Washington University,2010-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,these specialized programs include a vast range of interesting and challenging courses,4742,Positive Academic Environment,2010,value & values,1,,,10.6,comfort & clean
82396,11,George Washington University,2010-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",14.3,our research opportunities within the university are also endless,4742,Positive Academic Environment,2010,value & values,1,,,10.7,comfort & clean
87443,11,George Washington University,2011-12-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,all of the profs i have had are incredibly knowledgeable in their field,4581,Positive Academic Environment,2011,fun & stress-free,1,,,10.8,comfort & clean
87444,11,George Washington University,2011-11-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,professors are great with hands-on things,4598,Positive Academic Environment,2011,fun & stress-free,1,,,10.9,comfort & clean
87674,11,George Washington University,2019-08-01,Junior,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,living in the heart of foggy bottom creates a busy and fun environment,2804,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,11.1,visibility
87675,11,George Washington University,2019-08-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,if you ever need a break from your classes there's so much to do right at your doorstep,2807,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,11.2,visibility
87676,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,it's fairly low commitment but a good way to meet people,3501,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.3,visibility
87677,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,best parties are the small get together in rooms,3501,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.4,visibility
87678,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,intramural sports scene is probably the most fun,3501,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.5,visibility
87679,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,involvement with the d.c. community,3503,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.6,visibility
87680,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,being in the center of our nation's capital,3503,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.7,visibility
87681,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,"embassies, the speakers",3503,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.8,visibility
87682,11,George Washington University,2014-06-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,location in d.c. offers a lot of places,3519,Campus Life and Social Opportunities,2014,fun & stress-free,1,,,11.9,visibility
87683,11,George Washington University,2019-04-01,Alum,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,classess provided interesting speakers,2826,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,12.1,smells
87684,11,George Washington University,2019-03-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,gives you a more urban and state school type of feeling,2834,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,12.2,smells
87685,11,George Washington University,2019-03-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,with the athletic fields there,2834,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,12.3,smells
87686,11,George Washington University,2019-01-01,Niche User,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,location,2841,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,12.4,smells
87687,11,George Washington University,2019-01-01,Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,some where you can have fun,2843,Campus Life and Social Opportunities,2019,fun & stress-free,1,,,12.5,smells
87688,11,George Washington University,2018-07-01,Alum,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,there is so much going on both on and off campus,2872,Campus Life and Social Opportunities,2018,fun & stress-free,1,,,12.6,smells
87689,11,George Washington University,2018-07-01,Graduate Student,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,campus is very dynamic with lots of dignity,2873,Campus Life and Social Opportunities,2018,fun & stress-free,1,,,12.7,smells
87690,11,George Washington University,2018-06-01,Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,looking for a fun school with spirit,2879,Campus Life and Social Opportunities,2018,fun & stress-free,1,,,12.8,smells
87317,11,George Washington University,2015-12-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,location in the heart of d.c. provides unique opportunities,3211,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,12.9,smells
87318,11,George Washington University,2015-12-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,city has a lot to offer,3219,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.1,aesthetics
87319,11,George Washington University,2015-11-01,College Freshman,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,"when it was warmer, i'd walk to the lincoln memorial",3252,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.2,aesthetics
87320,11,George Washington University,2015-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,everything is within a short walk or metro ride away,3257,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.3,aesthetics
87321,11,George Washington University,2015-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,favorite activity in school with my friend is casual walk to the monuments and the white house,3259,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.4,aesthetics
87322,11,George Washington University,2015-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,washington d.c. is the perfect place to experience what we learn from the lecture and books,3259,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.5,aesthetics
83315,11,George Washington University,2023-08-01,Sophomore,neutral,Campus Life and Student Experiences,0.5,also nurses probably,2577,Student Life and Activities,2023,impressions,0,,,13.6,aesthetics
83852,11,George Washington University,2013-11-01,College Freshman,neutral,Campus Life and Student Experiences,0.5,with extracurriculars,3953,Campus and Student Life,2013,impressions,0,,,13.7,aesthetics
87323,11,George Washington University,2015-07-01,College Sophomore,positive,"Campus and City Life: Accessibility, Social Opportunities, and Academic Engagement",5.3,cherry blossom festival in the national mall in april is also stunning,3259,Proximity to Attractions and Amenities,2015,fun & stress-free,1,,,13.8,aesthetics
