id,object_id,object_name,travel_date,trip_type,polarity,Headline,raw_title,label,Snippet from review,review_id,label and value,Category,value,label_with_polarity,,0.1,impression 1
75,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,BUSINESS,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,"my stay at avani+ palm view dubai was wonderful, enjoyable",4135,impression 1,impression,0,V POS,,6.4,welcome & valued 4 
76,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,NONE,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,very much enjoyed our stay,4138,impression 1,impression,0,V POS,,6.5,welcome & valued 5 
77,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,FAMILY,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,highly recommended,4140,impression 1,impression,0,V POS,,6.6,welcome & valued 6
78,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,BUSINESS,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,very impressed,4143,impression 1,impression,0,V POS,,6.7,welcome & valued 7 
79,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,BUSINESS,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,perfect,4143,impression 1,impression,0,V POS,,6.8,welcome & valued 8 
80,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,FRIENDS,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,great experience,4146,impression 1,impression,0,V POS,,6.9,welcome & valued 9 
81,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,COUPLES,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,had a lovely stay,4149,impression 1,impression,0,V POS,,7.1,welcome & valued 1
82,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,FAMILY,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,this hotel is great and comfortable,4151,impression 1,impression,0,V POS,,7.2,welcome & valued 2 
83,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,COUPLES,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,made our stay be the best,4153,impression 1,impression,0,V POS,,7.3,welcome & valued 3 
1398,6,Avani+ Palm View Dubai Hotel & Suites,2023-05,COUPLES,positive,"Expectations, Anticipation, and Specific Requests",Specific Requests and Services,0.4,we asked for an early check in,4439,impression 4 ,impression ,1,POS,,7.4,welcome & valued 4 
1399,6,Avani+ Palm View Dubai Hotel & Suites,2021-10,FAMILY,positive,"Expectations, Anticipation, and Specific Requests",Specific Requests and Services,0.4,booked two rooms,4979,impression 4 ,impression ,1,POS,,7.5,welcome & valued 5 
4034,6,Avani+ Palm View Dubai Hotel & Suites,2023-06,COUPLES,negative,Staff Dynamics and Their Impact on Business Success,Staff Hesitancy and Inattentiveness,4.6,hesitant to assist us during several visits,4408,welcome & valued 6,welcome & valued,-1,NEG,,7.6,welcome & valued 6
4035,6,Avani+ Palm View Dubai Hotel & Suites,2023-06,COUPLES,negative,Staff Dynamics and Their Impact on Business Success,Staff Hesitancy and Inattentiveness,4.6,person wearing a green jacket who often seemed lost and distracted,4408,welcome & valued 6,welcome & valued,-1,NEG,,7.7,welcome & valued 7 
4036,6,Avani+ Palm View Dubai Hotel & Suites,2022-08,FRIENDS,negative,Staff Dynamics and Their Impact on Business Success,Emotional Connection with Staff,4.6,we were so sad that we were unable to see them on our last day,4758,welcome & valued 4,welcome & valued,1,POS,,7.8,welcome & valued 8 
5399,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,SOLO,positive,Enjoyable Music Experience,Enjoyable Music Experience,8.3,great music,4190,sound 3 ,sound ,1,POS,,7.9,welcome & valued 9 
4037,6,Avani+ Palm View Dubai Hotel & Suites,2021-07,FAMILY,negative,Staff Dynamics and Their Impact on Business Success,Staff Importance to Business Success,4.6,staff can make or break your business,5029,welcome & valued 6,welcome & valued,-1,NEG,,8.1,sound 1
4028,6,Avani+ Palm View Dubai Hotel & Suites,2023-08,COUPLES,negative,Staff Dynamics and Their Impact on Business Success,Exceptional Staff Service,4.6,nikesh and gita where very nice and helpful,4327,welcome & valued 6,welcome & valued,-1,NEG,,8.2,sound 2 
4029,6,Avani+ Palm View Dubai Hotel & Suites,2023-08,FAMILY,negative,Staff Dynamics and Their Impact on Business Success,Exceptional Staff Service,4.6,pls extend our gratitude to the best and friendliest front desk lady named zhara,4341,welcome & valued 6,welcome & valued,-1,NEG,,8.3,sound 3 
4030,6,Avani+ Palm View Dubai Hotel & Suites,2023-06,BUSINESS,negative,Staff Dynamics and Their Impact on Business Success,Exceptional Staff Service,4.6,they respond immediately,4413,welcome & valued 6,welcome & valued,-1,NEG,,8.4,sound 4 
3182,6,Avani+ Palm View Dubai Hotel & Suites,2021-06,NONE,very positive,Personalized and Specific Staff Acknowledgments,Appreciation for Specific Staff Members,4.2,"mr. jiwan and miss sharmila, the house attendants",5014,welcome & valued 2 ,welcome & valued ,0,V POS,,8.5,sound 5 
3183,6,Avani+ Palm View Dubai Hotel & Suites,2021-08,COUPLES,very positive,Personalized and Specific Staff Acknowledgments,Appreciation for Specific Staff Members,4.2,room attendants jiwan and sharmiha been on top of their responsibilities,5017,welcome & valued 2 ,welcome & valued ,0,V POS,,8.6,sound 6
1400,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,positive,"Expectations, Anticipation, and Specific Requests",Specific Requests and Services,0.4,connecting rooms are available,4487,impression 4 ,impression ,1,POS,,8.7,sound 7 
84,6,Avani+ Palm View Dubai Hotel & Suites,2024-02,COUPLES,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,amazing service!,4153,impression 1,impression,0,V POS,,8.8,sound 8 
85,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,SOLO,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,i highly recommend avani+ for a top-notch stay with excellent service and amenities,4154,impression 1,impression,0,V POS,,8.9,sound 9 
86,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,SOLO,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,my four-night stay at avani+ was exceptional,4154,impression 1,impression,0,V POS,,9.1,taste 1
87,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,COUPLES,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,spent 3 remarkable days,4509,impression 1,impression,0,V POS,,9.2,taste 2 
88,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,FAMILY,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,would fully recommend anyone to stay at this location,4155,impression 1,impression,0,V POS,,9.3,taste 3 
89,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FAMILY,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,my kids and i had an amazing time during our stay at avani,4156,impression 1,impression,0,V POS,,9.4,taste 4 
90,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FAMILY,very positive,"Appreciation for Staff, Services, and Amenities",Positive Feedback on Specific Hotel Aspects,0.1,they were just amazing,4156,impression 1,impression,0,V POS,,9.5,taste 5 
92,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,FAMILY,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,❤️❤️❤️ ❤️,4156,impression 1,impression,0,V POS,,9.6,taste 6
93,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,SOLO,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,had a fantastic time,4158,impression 1,impression,0,V POS,,9.7,taste 7 
94,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,FAMILY,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,best hotel experience also with family and a little one 💪,4167,impression 1,impression,0,V POS,,9.8,taste 8 
95,6,Avani+ Palm View Dubai Hotel & Suites,2023-02,NONE,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,nice stay,4553,impression 1,impression,0,V POS,,9.9,taste 9 
96,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,BUSINESS,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,very positive experience,4169,impression 1,impression,0,V POS,,10.1,comfort & clean 1
97,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,NONE,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,highly recommended,4172,impression 1,impression,0,V POS,,10.2,comfort & clean 2 
98,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,NONE,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,really enjoyed our stay,4172,impression 1,impression,0,V POS,,10.3,comfort & clean 3 
99,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,FAMILY,very positive,Personal and Emotional Experiences,Emotional and Family-Oriented Experiences,0.1,overall would definitely recommend,4503,impression 1,impression,0,V POS,,10.4,comfort & clean 4 
1401,6,Avani+ Palm View Dubai Hotel & Suites,2023-02,NONE,positive,"Expectations, Anticipation, and Specific Requests",Specific Requests and Services,0.4,family room with two bedrooms is very functional,4544,impression 4 ,impression ,1,POS,,10.5,comfort & clean 5 
4031,6,Avani+ Palm View Dubai Hotel & Suites,2022-04,FAMILY,negative,Staff Dynamics and Their Impact on Business Success,Exceptional Staff Service,4.6,friendly with my pet,4873,welcome & valued 6,welcome & valued,-1,NEG,,10.6,comfort & clean 6
3187,6,Avani+ Palm View Dubai Hotel & Suites,2021-07,FAMILY,very positive,Personalized and Specific Staff Acknowledgments,Appreciation for Specific Staff Members,4.2,anjali our server was very kind and her service worth of praise (and we did everyday) she was attentive to our needs and accommodated our requests,5032,welcome & valued 2 ,welcome & valued ,0,V POS,,10.7,comfort & clean 7 
1415,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,positive,"Expectations, Anticipation, and Specific Requests",Expectations and Anticipation,0.4,i had high hopes,4467,impression 4 ,impression ,1,POS,,10.8,comfort & clean 8 
1416,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,positive,"Expectations, Anticipation, and Specific Requests",Expectations and Anticipation,0.4,"yes indeed, it was highly regards by the kids",4467,impression 4 ,impression ,1,POS,,10.9,comfort & clean 9 
1417,6,Avani+ Palm View Dubai Hotel & Suites,2023-04,NONE,positive,"Expectations, Anticipation, and Specific Requests",Expectations and Anticipation,0.4,hotel choosen mostly based on review,4467,impression 4 ,impression ,1,POS,,11.1,visual 1
111,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Praise for Hotel Stay,0.1,it was such an amazing stay,4204,impression 1,impression,0,V POS,,11.2,visual 2 
112,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Praise for Hotel Stay,0.1,place was great,4209,impression 1,impression,0,V POS,,11.3,visual 3 
113,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Praise for Hotel Stay,0.1,such an excellent hotel,4211,impression 1,impression,0,V POS,,11.4,visual 4 
121,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,FAMILY,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,absolutely recommend it,4178,impression 1,impression,0,V POS,,11.5,visual 5 
122,6,Avani+ Palm View Dubai Hotel & Suites,2024-01,COUPLES,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,could not recommend enough,4181,impression 1,impression,0,V POS,,11.6,visual 6
123,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,we absolutely recommend,4189,impression 1,impression,0,V POS,,11.7,visual 7 
124,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,COUPLES,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,highly recommend this hotel,4205,impression 1,impression,0,V POS,,11.8,visual 8 
125,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,would highly recommend,4238,impression 1,impression,0,V POS,,11.9,visual 9 
126,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",High Recommendations for Hotel,0.1,sure to recommend this hotel to all i know,4240,impression 1,impression,0,V POS,,12.1,smell 1
132,6,Avani+ Palm View Dubai Hotel & Suites,2023-03,NONE,very positive,"Exceptional Experiences, High Praise, and Recommendations",General Positive Experiences,0.1,we had the best time,4511,impression 1,impression,0,V POS,,12.2,smell 2 
133,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,FAMILY,very positive,"Exceptional Experiences, High Praise, and Recommendations",General Positive Experiences,0.1,we had a great experience,4189,impression 1,impression,0,V POS,,12.3,smell 3 
134,6,Avani+ Palm View Dubai Hotel & Suites,2023-12,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",General Positive Experiences,0.1,had a great experience,4191,impression 1,impression,0,V POS,,12.4,smell 4 
135,6,Avani+ Palm View Dubai Hotel & Suites,2023-11,BUSINESS,very positive,"Exceptional Experiences, High Praise, and Recommendations",General Positive Experiences,0.1,it was such a great experience,4201,impression 1,impression,0,V POS,,12.5,smell 5 
